,rental_id,building_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,submarket,borough
520,5876,18703747,5600,1.0,1,865,2,9.0,85,0,0,0,0,0,0,0,0,Greenwich Village,All Downtown,Manhattan
521,9421,92994390,3945,1.0,1,609,5,3.0,9,1,0,0,0,0,0,0,0,Tribeca,All Downtown,Manhattan
527,260,36677865,3950,1.0,1,606,2,37.0,6,0,0,1,1,1,0,0,1,Financial District,All Downtown,Manhattan
529,7128,45754687,3200,1.0,1,717,2,5.0,28,0,0,0,0,0,0,0,0,Battery Park City,All Downtown,Manhattan
534,10453,17183665,5850,1.0,1,850,2,24.0,30,0,1,0,1,1,0,0,1,Flatiron,All Downtown,Manhattan
539,4448,50130886,3400,1.0,1,606,6,26.0,37,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
543,6425,44580295,3790,1.0,1,752,7,5.0,7,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
546,6712,91220032,4195,1.0,1,760,2,5.0,55,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
548,10298,18588409,1795,1.0,1,800,3,4.0,79,0,0,0,0,0,0,0,0,Inwood,All Upper Manhattan,Manhattan
550,8639,29204811,6000,1.0,1,982,7,50.0,6,0,0,0,0,0,0,0,0,Midtown South,All Midtown,Manhattan
551,3932,32577147,4765,1.0,1,741,4,6.0,2,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
552,7873,71398035,5250,1.0,1,896,4,6.0,8,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan
558,1331,58656833,3845,1.0,1,841,5,4.0,17,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
560,5123,74148646,3560,1.0,1,698,6,5.0,14,1,0,1,1,1,1,0,1,Upper West Side,All Upper West Side,Manhattan
567,6209,29350625,7650,1.0,1,900,1,9.0,11,0,0,0,0,0,0,0,0,Midtown,All Midtown,Manhattan
574,2176,83502621,5200,1.0,1,861,4,14.0,37,0,1,1,1,1,1,0,0,Midtown West,All Midtown,Manhattan
577,5693,26998106,5250,1.0,1,850,2,25.0,42,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
583,4167,37773081,2995,1.0,1,750,2,12.0,91,0,0,0,0,0,0,0,0,Morningside Heights,All Upper Manhattan,Manhattan
585,1709,67659586,4200,1.0,1,719,4,2.0,9,0,1,1,1,1,1,0,1,Tribeca,All Downtown,Manhattan
591,101,71691994,5000,1.0,1,700,3,7.0,16,0,1,1,1,1,1,0,1,Chelsea,All Downtown,Manhattan
596,8027,28179830,3395,1.0,1,620,9,6.0,15,1,0,1,1,1,0,0,0,Midtown East,All Midtown,Manhattan
606,8478,75412170,3730,1.0,1,740,2,28.0,9,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
607,6892,96355438,5600,1.0,1,909,1,10.0,6,1,0,1,1,1,1,0,1,Tribeca,All Downtown,Manhattan
608,9698,85421858,2800,1.0,1,600,5,5.0,96,0,0,0,0,0,0,0,0,Lower East Side,All Downtown,Manhattan
611,4376,75675056,4350,1.0,1,643,4,14.0,2,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
612,8584,86972089,3900,1.0,1,850,3,1.0,106,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
618,1335,12414766,2999,1.0,1,800,4,2.0,96,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
620,5698,25416925,2595,1.0,1,600,7,5.0,106,0,0,1,1,1,1,0,1,East Village,All Downtown,Manhattan
624,5684,28946905,3946,1.0,1,547,1,12.0,29,1,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
636,655,92994390,5250,1.0,1,724,5,14.0,9,1,0,0,0,0,0,0,0,Tribeca,All Downtown,Manhattan
637,10364,62828354,3375,1.0,1,658,6,15.0,14,1,0,1,1,1,1,0,1,Midtown West,All Midtown,Manhattan
640,3305,83520419,3675,1.0,1,650,3,26.0,31,0,0,0,0,1,0,0,0,Midtown East,All Midtown,Manhattan
642,10083,82173439,3350,1.0,1,800,1,5.0,116,0,0,0,1,0,0,0,0,Little Italy,All Downtown,Manhattan
643,1635,69700255,3500,1.0,1,760,5,3.0,8,0,0,1,0,0,0,0,0,Midtown West,All Midtown,Manhattan
645,8617,47607639,4700,1.0,1,941,7,22.0,39,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
649,6538,2477615,4615,1.0,1,775,9,7.0,86,1,0,0,0,0,0,0,0,Gramercy Park,All Downtown,Manhattan
652,5590,74304145,4000,1.0,1,900,16,12.0,65,0,0,0,1,1,0,0,1,Upper East Side,All Upper East Side,Manhattan
654,814,76909719,3950,1.0,1,860,2,33.0,29,0,0,0,0,0,0,0,0,Midtown,All Midtown,Manhattan
663,2419,46802136,5400,1.0,1,855,1,14.0,8,0,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
664,9514,84573052,5100,1.0,1,767,2,10.0,9,1,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
666,5987,97015609,2150,1.0,1,615,4,5.0,12,0,1,0,1,1,0,0,1,East Harlem,All Upper Manhattan,Manhattan
668,1842,70960798,3415,1.0,1,592,1,7.0,116,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
670,5480,91990342,3695,1.0,1,1000,4,14.0,89,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
672,1024,44891435,4600,1.0,1,750,6,3.0,106,0,0,0,0,0,0,0,0,Greenwich Village,All Downtown,Manhattan
676,3912,11602431,3700,1.0,1,800,1,4.0,25,0,1,0,1,1,1,0,1,Upper West Side,All Upper West Side,Manhattan
679,8018,15098019,3550,1.0,1,642,10,29.0,29,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
680,5673,58656833,3535,1.0,1,702,5,10.0,17,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
681,4531,63617343,9000,1.0,2,1800,2,5.0,116,0,0,0,0,0,0,0,0,Soho,All Downtown,Manhattan
682,3937,89055400,4000,1.0,1,639,5,8.0,37,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
685,9363,22809906,2400,1.0,1,400,5,2.0,76,0,0,0,0,1,0,0,0,Midtown East,All Midtown,Manhattan
691,420,75880282,2900,1.0,1,700,3,4.0,30,0,0,0,1,1,1,0,1,Upper West Side,All Upper West Side,Manhattan
697,1976,87155584,3510,1.0,1,788,7,4.0,29,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
702,400,67242797,4000,1.0,1,550,2,9.0,89,0,1,1,1,1,1,0,1,Midtown,All Midtown,Manhattan
705,9218,54696794,3370,1.0,1,583,10,12.0,16,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
709,9203,78944199,3495,1.0,1,773,3,30.0,29,0,1,0,1,1,0,0,1,Upper East Side,All Upper East Side,Manhattan
714,8964,30462136,3100,1.0,1,683,1,4.0,30,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
715,10340,71691994,4610,1.0,1,602,3,8.0,16,1,1,1,1,1,1,0,1,Chelsea,All Downtown,Manhattan
716,642,91440509,4768,1.0,1,600,2,39.0,16,1,1,0,1,1,0,0,1,Flatiron,All Downtown,Manhattan
717,3597,39822221,3650,1.0,1,709,4,3.0,116,0,0,0,1,1,0,0,0,Financial District,All Downtown,Manhattan
720,2220,89197252,4000,1.0,1,768,2,37.0,9,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
721,4656,79567597,5500,1.0,1,900,4,5.0,96,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
